date,volume,high,low,open,close
2006-06-08 05:00:00+00:00,5168.0,114.044,113.586,113.586,113.792
2006-06-08 09:00:00+00:00,5947.0,114.732,113.702,113.797,114.462
2006-06-08 13:00:00+00:00,7136.0,114.53,114.06,114.457,114.185
2006-06-08 17:00:00+00:00,2395.0,114.335,114.127,114.18,114.235
2006-06-08 21:00:00+00:00,3233.0,114.255,113.756,114.24,113.938
2006-06-09 01:00:00+00:00,2252.0,114.036,113.85,113.932,113.85
2006-06-09 05:00:00+00:00,3967.0,114.12,113.725,113.848,113.955
2006-06-09 09:00:00+00:00,5340.0,114.346,113.814,113.957,114.19
2006-06-09 13:00:00+00:00,5803.0,114.214,113.572,114.185,113.93
2006-06-09 17:00:00+00:00,1489.0,114.025,113.895,113.935,113.975
2006-06-11 17:00:00+00:00,284.0,114.279,113.959,113.98,114.197
2006-06-11 21:00:00+00:00,1885.0,114.312,114.054,114.195,114.175
2006-06-12 01:00:00+00:00,1756.0,114.185,114.005,114.17,114.115
2006-06-12 05:00:00+00:00,3497.0,114.335,113.975,114.105,114.275
2006-06-12 09:00:00+00:00,4428.0,114.585,114.201,114.28,114.264
2006-06-12 13:00:00+00:00,3683.0,114.422,114.126,114.264,114.214
2006-06-12 17:00:00+00:00,1699.0,114.415,114.158,114.219,114.395
2006-06-12 21:00:00+00:00,2277.0,114.534,114.27,114.394,114.41
2006-06-13 01:00:00+00:00,2042.0,114.578,114.38,114.406,114.548
2006-06-13 05:00:00+00:00,4883.0,114.77,114.305,114.538,114.432
2006-06-13 09:00:00+00:00,5535.0,114.816,114.35,114.437,114.63
2006-06-13 13:00:00+00:00,6065.0,115.295,114.491,114.625,115.155
2006-06-13 17:00:00+00:00,2756.0,115.45,115.145,115.16,115.425
2006-06-13 21:00:00+00:00,1990.0,115.425,115.102,115.425,115.19
2006-06-14 01:00:00+00:00,2499.0,115.23,115.058,115.19,115.116
2006-06-14 05:00:00+00:00,3960.0,115.156,114.801,115.122,114.917
2006-06-14 09:00:00+00:00,4341.0,115.407,114.887,114.921,115.347
2006-06-14 13:00:00+00:00,5447.0,115.382,114.475,115.346,114.925
2006-06-14 17:00:00+00:00,2346.0,115.124,114.889,114.925,115.048
2006-06-14 21:00:00+00:00,2133.0,115.095,114.86,115.05,115.076
2006-06-15 01:00:00+00:00,2270.0,115.116,114.816,115.07,115.022
2006-06-15 05:00:00+00:00,3982.0,115.085,114.668,115.018,114.935
2006-06-15 09:00:00+00:00,4213.0,115.227,114.775,114.928,114.931
2006-06-15 13:00:00+00:00,5400.0,115.155,114.64,114.926,115.09
2006-06-15 17:00:00+00:00,1568.0,115.095,114.75,115.095,114.76
2006-06-15 21:00:00+00:00,2161.0,114.89,114.622,114.755,114.722
2006-06-16 01:00:00+00:00,1545.0,114.766,114.642,114.712,114.726
2006-06-16 05:00:00+00:00,3625.0,114.785,114.555,114.73,114.709
2006-06-16 09:00:00+00:00,4260.0,115.075,114.715,114.715,114.903
2006-06-16 13:00:00+00:00,4599.0,115.195,114.898,114.905,115.155
2006-06-16 17:00:00+00:00,2012.0,115.2,114.998,115.15,115.195
2006-06-18 17:00:00+00:00,241.0,115.179,114.99,115.13,115.17
2006-06-18 21:00:00+00:00,2192.0,115.477,115.1,115.17,115.472
2006-06-19 01:00:00+00:00,2425.0,115.765,115.452,115.467,115.66
2006-06-19 05:00:00+00:00,2888.0,115.705,115.485,115.665,115.63
2006-06-19 09:00:00+00:00,2922.0,115.745,115.449,115.625,115.67
2006-06-19 13:00:00+00:00,4080.0,115.745,115.156,115.672,115.308
2006-06-19 17:00:00+00:00,1662.0,115.548,115.263,115.306,115.539
2006-06-19 21:00:00+00:00,1886.0,115.638,115.368,115.535,115.578
2006-06-20 01:00:00+00:00,1572.0,115.578,115.396,115.578,115.48
2006-06-20 05:00:00+00:00,5136.0,115.48,114.63,115.476,114.755
2006-06-20 09:00:00+00:00,4331.0,115.297,114.75,114.76,114.77
2006-06-20 13:00:00+00:00,3361.0,115.095,114.76,114.77,114.855
2006-06-20 17:00:00+00:00,1849.0,114.975,114.7,114.85,114.965
2006-06-20 21:00:00+00:00,1697.0,114.975,114.736,114.968,114.756
2006-06-21 01:00:00+00:00,3331.0,114.84,114.386,114.746,114.666
2006-06-21 05:00:00+00:00,2549.0,114.806,114.642,114.666,114.706
2006-06-21 09:00:00+00:00,3277.0,115.223,114.626,114.7,115.043
2006-06-21 13:00:00+00:00,3349.0,115.063,114.693,115.043,114.743
2006-06-21 17:00:00+00:00,1509.0,114.9,114.645,114.741,114.9
2006-06-21 21:00:00+00:00,1601.0,114.89,114.675,114.89,114.776
2006-06-22 01:00:00+00:00,1587.0,114.87,114.696,114.78,114.836
2006-06-22 05:00:00+00:00,3563.0,115.241,114.76,114.836,115.154
2006-06-22 09:00:00+00:00,4355.0,115.715,115.115,115.152,115.685
2006-06-22 13:00:00+00:00,5025.0,116.265,115.646,115.69,116.235
2006-06-22 17:00:00+00:00,1740.0,116.275,116.041,116.24,116.107
2006-06-22 21:00:00+00:00,1891.0,116.206,116.0,116.112,116.086
2006-06-23 01:00:00+00:00,2552.0,116.228,115.966,116.082,115.98
2006-06-23 05:00:00+00:00,4121.0,116.271,115.765,115.97,116.245
2006-06-23 09:00:00+00:00,4368.0,116.595,116.203,116.241,116.276
2006-06-23 13:00:00+00:00,4552.0,116.31,115.945,116.275,116.28
2006-06-23 17:00:00+00:00,1656.0,116.595,116.253,116.28,116.55
2006-06-23 21:00:00+00:00,2.0,116.54,116.54,116.54,116.54
2006-06-25 17:00:00+00:00,235.0,116.55,116.44,116.52,116.515
2006-06-25 21:00:00+00:00,1827.0,116.555,116.305,116.515,116.38
2006-06-26 01:00:00+00:00,1628.0,116.495,116.335,116.385,116.385
2006-06-26 05:00:00+00:00,3473.0,116.525,116.115,116.39,116.33
2006-06-26 09:00:00+00:00,3540.0,116.49,116.093,116.328,116.235
2006-06-26 13:00:00+00:00,3015.0,116.497,116.145,116.225,116.358
2006-06-26 17:00:00+00:00,1722.0,116.369,116.121,116.358,116.26
2006-06-26 21:00:00+00:00,2019.0,116.3,115.996,116.259,116.046
2006-06-27 01:00:00+00:00,2870.0,116.276,115.866,116.05,116.13
2006-06-27 05:00:00+00:00,4126.0,116.295,116.035,116.136,116.221
2006-06-27 09:00:00+00:00,4329.0,116.705,116.225,116.225,116.255
2006-06-27 13:00:00+00:00,3979.0,116.365,115.952,116.245,116.277
2006-06-27 17:00:00+00:00,1536.0,116.342,116.195,116.282,116.292
2006-06-27 21:00:00+00:00,1770.0,116.462,116.178,116.302,116.21
2006-06-28 01:00:00+00:00,2483.0,116.256,116.076,116.21,116.216
2006-06-28 05:00:00+00:00,3144.0,116.447,116.19,116.216,116.387
2006-06-28 09:00:00+00:00,2535.0,116.397,116.205,116.392,116.287
2006-06-28 13:00:00+00:00,4349.0,116.495,116.164,116.285,116.425
2006-06-28 17:00:00+00:00,1582.0,116.486,116.33,116.415,116.475
2006-06-28 21:00:00+00:00,1821.0,116.576,116.355,116.46,116.486
2006-06-29 01:00:00+00:00,1642.0,116.626,116.446,116.496,116.526
2006-06-29 05:00:00+00:00,2925.0,116.586,116.369,116.516,116.425
2006-06-29 09:00:00+00:00,2692.0,116.555,116.34,116.42,116.38
2006-06-29 13:00:00+00:00,3911.0,116.405,115.98,116.38,116.19
2006-06-29 17:00:00+00:00,5033.0,116.25,114.849,116.185,115.17
2006-06-29 21:00:00+00:00,2975.0,115.234,114.946,115.17,115.106
2006-06-30 01:00:00+00:00,3284.0,115.116,114.766,115.112,114.876
2006-06-30 05:00:00+00:00,4460.0,114.886,114.472,114.88,114.727
2006-06-30 09:00:00+00:00,3583.0,114.752,114.172,114.727,114.371
2006-06-30 13:00:00+00:00,4879.0,114.63,114.214,114.372,114.465
2006-06-30 17:00:00+00:00,1752.0,114.507,114.375,114.47,114.44
2006-07-02 17:00:00+00:00,304.0,114.411,114.31,114.405,114.375
2006-07-02 21:00:00+00:00,2478.0,114.425,114.105,114.375,114.425
2006-07-03 01:00:00+00:00,2529.0,114.735,114.41,114.425,114.485
2006-07-03 05:00:00+00:00,3895.0,114.735,114.445,114.485,114.656
2006-07-03 09:00:00+00:00,3951.0,114.945,114.615,114.665,114.81
2006-07-03 13:00:00+00:00,4874.0,114.942,114.532,114.815,114.754
2006-07-03 17:00:00+00:00,1285.0,114.775,114.624,114.755,114.684
2006-07-03 21:00:00+00:00,1650.0,114.81,114.524,114.684,114.59
2006-07-04 01:00:00+00:00,2282.0,114.67,114.39,114.594,114.606
2006-07-04 05:00:00+00:00,2854.0,114.656,114.409,114.61,114.48
2006-07-04 09:00:00+00:00,2653.0,114.645,114.405,114.485,114.589
2006-07-04 13:00:00+00:00,1983.0,114.654,114.479,114.589,114.612
2006-07-04 17:00:00+00:00,1566.0,114.812,114.452,114.622,114.807
2006-07-04 21:00:00+00:00,3550.0,115.226,114.783,114.807,114.982
2006-07-05 01:00:00+00:00,2462.0,115.045,114.75,114.972,114.81
2006-07-05 05:00:00+00:00,5175.0,115.145,114.578,114.806,115.14
2006-07-05 09:00:00+00:00,4926.0,115.22,114.657,115.135,115.133
2006-07-05 13:00:00+00:00,4998.0,115.76,115.098,115.136,115.64
2006-07-05 17:00:00+00:00,1810.0,115.785,115.613,115.64,115.73
2006-07-05 21:00:00+00:00,2214.0,115.735,115.472,115.735,115.68
2006-07-06 01:00:00+00:00,1929.0,115.686,115.452,115.676,115.606
2006-07-06 05:00:00+00:00,3297.0,115.677,115.416,115.596,115.672
2006-07-06 09:00:00+00:00,4025.0,115.677,115.23,115.677,115.347
2006-07-06 13:00:00+00:00,5021.0,115.419,114.902,115.343,115.165
2006-07-06 17:00:00+00:00,1619.0,115.285,115.08,115.169,115.116
2006-07-06 21:00:00+00:00,1911.0,115.29,115.1,115.118,115.246
2006-07-07 01:00:00+00:00,1657.0,115.26,115.12,115.25,115.166
2006-07-07 05:00:00+00:00,3221.0,115.186,114.756,115.17,114.835
2006-07-07 09:00:00+00:00,5493.0,114.902,113.832,114.826,114.155
2006-07-07 13:00:00+00:00,5092.0,114.255,113.85,114.165,113.93
2006-07-07 17:00:00+00:00,1646.0,114.045,113.865,113.93,114.02
2006-07-07 21:00:00+00:00,1.0,114.03,114.03,114.03,114.03
2006-07-09 17:00:00+00:00,296.0,114.025,113.86,113.977,114.0
2006-07-09 21:00:00+00:00,2083.0,114.048,113.85,114.0,113.968
2006-07-10 01:00:00+00:00,2690.0,113.968,113.589,113.965,113.644
2006-07-10 05:00:00+00:00,4034.0,113.754,113.46,113.649,113.58
2006-07-10 09:00:00+00:00,4376.0,114.118,113.535,113.579,114.01
2006-07-10 13:00:00+00:00,4149.0,114.272,113.918,114.01,114.168
2006-07-10 17:00:00+00:00,1622.0,114.337,114.102,114.156,114.332
2006-07-10 21:00:00+00:00,2352.0,114.43,114.102,114.32,114.152
2006-07-11 01:00:00+00:00,2033.0,114.176,113.922,114.152,114.14
2006-07-11 05:00:00+00:00,3730.0,114.332,114.076,114.136,114.267
2006-07-11 09:00:00+00:00,3006.0,114.475,114.207,114.277,114.387
2006-07-11 13:00:00+00:00,4193.0,114.687,114.075,114.382,114.292
2006-07-11 17:00:00+00:00,1773.0,114.337,114.102,114.292,114.247
2006-07-11 21:00:00+00:00,1987.0,114.382,114.172,114.254,114.192
2006-07-12 01:00:00+00:00,2071.0,114.462,114.192,114.198,114.346
2006-07-12 05:00:00+00:00,3405.0,114.815,114.265,114.35,114.654
2006-07-12 09:00:00+00:00,4732.0,115.518,114.624,114.655,115.35
2006-07-12 13:00:00+00:00,4437.0,115.725,115.26,115.354,115.502
2006-07-12 17:00:00+00:00,1879.0,115.622,115.458,115.512,115.512
2006-07-12 21:00:00+00:00,2033.0,115.517,115.312,115.517,115.388
2006-07-13 01:00:00+00:00,1927.0,115.486,115.232,115.388,115.446
2006-07-13 05:00:00+00:00,3736.0,115.482,114.995,115.452,115.135
2006-07-13 09:00:00+00:00,3572.0,115.505,115.02,115.13,115.261
2006-07-13 13:00:00+00:00,4025.0,115.513,115.075,115.265,115.425
2006-07-13 17:00:00+00:00,1799.0,115.45,115.265,115.42,115.385
2006-07-13 21:00:00+00:00,1498.0,115.58,115.345,115.382,115.552
2006-07-14 01:00:00+00:00,4605.0,116.106,115.434,115.556,115.76
2006-07-14 05:00:00+00:00,5255.0,116.165,115.595,115.765,115.74
2006-07-14 09:00:00+00:00,3814.0,116.035,115.65,115.74,116.022
2006-07-14 13:00:00+00:00,4551.0,116.387,116.011,116.02,116.333
2006-07-14 17:00:00+00:00,1656.0,116.353,116.084,116.338,116.11
2006-07-16 17:00:00+00:00,548.0,116.183,116.075,116.152,116.17
2006-07-16 21:00:00+00:00,1207.0,116.392,116.155,116.184,116.19
2006-07-17 01:00:00+00:00,1131.0,116.4,116.19,116.195,116.385
2006-07-17 05:00:00+00:00,3378.0,116.897,116.319,116.385,116.893
2006-07-17 09:00:00+00:00,4274.0,117.175,116.781,116.883,117.14
2006-07-17 13:00:00+00:00,3803.0,117.285,117.005,117.136,117.185
2006-07-17 17:00:00+00:00,1289.0,117.255,117.105,117.195,117.245
2006-07-17 21:00:00+00:00,1951.0,117.255,116.898,117.255,117.026
2006-07-18 01:00:00+00:00,1889.0,117.068,116.886,117.03,117.016
2006-07-18 05:00:00+00:00,3462.0,117.016,116.695,117.006,116.973
2006-07-18 09:00:00+00:00,4400.0,117.125,116.779,116.978,117.018
2006-07-18 13:00:00+00:00,5590.0,117.585,116.828,117.028,117.538
2006-07-18 17:00:00+00:00,1519.0,117.545,117.319,117.54,117.33
2006-07-18 21:00:00+00:00,1696.0,117.425,117.269,117.33,117.302
2006-07-19 01:00:00+00:00,1842.0,117.4,117.22,117.306,117.4
2006-07-19 05:00:00+00:00,3173.0,117.585,117.345,117.396,117.485
2006-07-19 09:00:00+00:00,4156.0,117.875,117.475,117.475,117.835
2006-07-19 13:00:00+00:00,5100.0,117.865,116.67,117.83,116.705
2006-07-19 17:00:00+00:00,2733.0,116.9,116.67,116.71,116.88
2006-07-19 21:00:00+00:00,1779.0,116.894,116.76,116.877,116.83
2006-07-20 01:00:00+00:00,1771.0,116.836,116.608,116.836,116.696
2006-07-20 05:00:00+00:00,2778.0,116.875,116.554,116.7,116.783
2006-07-20 09:00:00+00:00,4121.0,117.015,116.607,116.783,116.919
2006-07-20 13:00:00+00:00,4174.0,116.97,116.68,116.92,116.87
2006-07-20 17:00:00+00:00,2121.0,117.07,116.732,116.865,117.048
2006-07-20 21:00:00+00:00,1647.0,117.136,116.906,117.052,116.936
2006-07-21 01:00:00+00:00,1432.0,116.956,116.758,116.93,116.846
2006-07-21 05:00:00+00:00,4676.0,116.96,115.923,116.84,115.943
2006-07-21 09:00:00+00:00,4438.0,116.362,115.815,115.947,115.885
2006-07-21 13:00:00+00:00,4029.0,116.44,115.84,115.886,116.34
2006-07-21 17:00:00+00:00,1124.0,116.36,116.156,116.335,116.166
2006-07-23 17:00:00+00:00,505.0,116.283,116.08,116.08,116.131
2006-07-23 21:00:00+00:00,2344.0,116.574,116.099,116.131,116.55
2006-07-24 01:00:00+00:00,2208.0,116.74,116.475,116.56,116.535
2006-07-24 05:00:00+00:00,3658.0,116.85,116.405,116.54,116.735
2006-07-24 09:00:00+00:00,2671.0,116.837,116.577,116.74,116.617
2006-07-24 13:00:00+00:00,2761.0,116.767,116.597,116.622,116.735
2006-07-24 17:00:00+00:00,1700.0,116.935,116.675,116.73,116.685
2006-07-24 21:00:00+00:00,1829.0,116.98,116.624,116.675,116.876
2006-07-25 01:00:00+00:00,2262.0,116.886,116.606,116.886,116.69
2006-07-25 05:00:00+00:00,4141.0,116.872,116.528,116.696,116.757
2006-07-25 09:00:00+00:00,2189.0,116.791,116.612,116.762,116.642
2006-07-25 13:00:00+00:00,4743.0,117.38,116.602,116.637,117.259
2006-07-25 17:00:00+00:00,1426.0,117.354,117.129,117.264,117.23
2006-07-25 21:00:00+00:00,1783.0,117.245,117.006,117.24,117.086
2006-07-26 01:00:00+00:00,2124.0,117.18,116.99,117.096,117.096
2006-07-26 05:00:00+00:00,4016.0,117.16,116.659,117.086,116.838
2006-07-26 09:00:00+00:00,3012.0,116.91,116.743,116.833,116.82
2006-07-26 13:00:00+00:00,4202.0,117.124,116.68,116.82,116.72
2006-07-26 17:00:00+00:00,3116.0,116.77,116.195,116.725,116.275
2006-07-26 21:00:00+00:00,2809.0,116.42,116.196,116.275,116.306
2006-07-27 01:00:00+00:00,2031.0,116.37,116.216,116.31,116.28
2006-07-27 05:00:00+00:00,4416.0,116.3,115.698,116.276,115.755
2006-07-27 09:00:00+00:00,4575.0,115.895,115.485,115.76,115.65
2006-07-27 13:00:00+00:00,5264.0,115.72,115.315,115.64,115.645
2006-07-27 17:00:00+00:00,2013.0,115.98,115.57,115.655,115.77
2006-07-27 21:00:00+00:00,2197.0,116.016,115.722,115.775,115.944
2006-07-28 01:00:00+00:00,2739.0,115.98,115.526,115.946,115.566
2006-07-28 05:00:00+00:00,3952.0,115.716,115.332,115.566,115.475
2006-07-28 09:00:00+00:00,4775.0,115.825,114.834,115.478,115.025
2006-07-28 13:00:00+00:00,5753.0,115.078,114.599,115.027,114.775
2006-07-28 17:00:00+00:00,1825.0,114.875,114.615,114.77,114.648
2006-07-28 21:00:00+00:00,3.0,114.675,114.651,114.651,114.675
2006-07-30 17:00:00+00:00,421.0,114.705,114.45,114.665,114.665
2006-07-30 21:00:00+00:00,1837.0,114.845,114.62,114.67,114.765
2006-07-31 01:00:00+00:00,2486.0,114.775,114.366,114.769,114.37
2006-07-31 05:00:00+00:00,3431.0,114.54,114.253,114.37,114.305
2006-07-31 09:00:00+00:00,3630.0,114.5,114.188,114.31,114.235
2006-07-31 13:00:00+00:00,4043.0,114.684,114.2,114.235,114.618
2006-07-31 17:00:00+00:00,2123.0,114.745,114.549,114.622,114.666
2006-07-31 21:00:00+00:00,1775.0,114.678,114.478,114.676,114.608
2006-08-01 01:00:00+00:00,2034.0,114.806,114.526,114.618,114.702
2006-08-01 05:00:00+00:00,3265.0,114.838,114.56,114.702,114.743
2006-08-01 09:00:00+00:00,3904.0,115.101,114.585,114.748,115.08
2006-08-01 13:00:00+00:00,5875.0,115.38,114.509,115.079,114.683
2006-08-01 17:00:00+00:00,1873.0,114.775,114.492,114.688,114.566
2006-08-01 21:00:00+00:00,2002.0,114.653,114.336,114.565,114.465
2006-08-02 01:00:00+00:00,2259.0,114.494,114.225,114.468,114.352
2006-08-02 05:00:00+00:00,3158.0,114.58,114.235,114.352,114.543
2006-08-02 09:00:00+00:00,3488.0,114.884,114.425,114.533,114.772
2006-08-02 13:00:00+00:00,4812.0,114.817,114.308,114.772,114.602
2006-08-02 17:00:00+00:00,1645.0,114.704,114.52,114.602,114.664
2006-08-02 21:00:00+00:00,1862.0,114.788,114.548,114.664,114.772
2006-08-03 01:00:00+00:00,2206.0,114.926,114.66,114.772,114.79
2006-08-03 05:00:00+00:00,2654.0,114.97,114.68,114.79,114.965
2006-08-03 09:00:00+00:00,5126.0,115.188,114.675,114.943,114.818
2006-08-03 13:00:00+00:00,5365.0,115.313,114.758,114.813,115.117
2006-08-03 17:00:00+00:00,1658.0,115.135,114.912,115.112,115.024
2006-08-03 21:00:00+00:00,1914.0,115.252,114.92,115.018,115.176
2006-08-04 01:00:00+00:00,1640.0,115.176,115.041,115.176,115.096
2006-08-04 05:00:00+00:00,2971.0,115.312,115.091,115.091,115.285
2006-08-04 09:00:00+00:00,5163.0,115.558,114.334,115.28,114.341
2006-08-04 13:00:00+00:00,5737.0,114.485,113.996,114.341,114.193
2006-08-04 17:00:00+00:00,1622.0,114.46,114.138,114.193,114.444
2006-08-06 17:00:00+00:00,493.0,114.424,114.195,114.414,114.225
2006-08-06 21:00:00+00:00,1545.0,114.385,114.165,114.225,114.345
2006-08-07 01:00:00+00:00,1478.0,114.565,114.315,114.34,114.539
2006-08-07 05:00:00+00:00,2905.0,114.784,114.459,114.529,114.72
2006-08-07 09:00:00+00:00,3559.0,115.097,114.708,114.715,114.895
2006-08-07 13:00:00+00:00,3096.0,115.05,114.816,114.89,114.909
2006-08-07 17:00:00+00:00,1734.0,115.162,114.909,114.913,115.144
2006-08-07 21:00:00+00:00,2043.0,115.229,114.948,115.144,114.955
2006-08-08 01:00:00+00:00,1608.0,115.21,114.955,114.957,115.18
2006-08-08 05:00:00+00:00,2899.0,115.273,115.02,115.18,115.08
2006-08-08 09:00:00+00:00,2548.0,115.192,114.913,115.077,115.022
2006-08-08 13:00:00+00:00,2896.0,115.158,114.898,115.025,115.045
2006-08-08 17:00:00+00:00,4678.0,115.405,114.577,115.048,115.31
2006-08-08 21:00:00+00:00,2791.0,115.747,115.264,115.309,115.612
2006-08-09 01:00:00+00:00,1657.0,115.736,115.558,115.608,115.592
2006-08-09 05:00:00+00:00,4477.0,115.592,115.047,115.588,115.072
2006-08-09 09:00:00+00:00,3398.0,115.217,114.797,115.077,115.025
2006-08-09 13:00:00+00:00,3236.0,115.215,115.0,115.025,115.135
2006-08-09 17:00:00+00:00,1939.0,115.429,115.09,115.136,115.325
2006-08-09 21:00:00+00:00,2022.0,115.46,115.248,115.345,115.346
2006-08-10 01:00:00+00:00,2329.0,115.35,115.06,115.35,115.126
2006-08-10 05:00:00+00:00,4719.0,115.196,114.79,115.126,114.842
2006-08-10 09:00:00+00:00,4091.0,115.027,114.675,114.845,114.844
2006-08-10 13:00:00+00:00,5577.0,115.631,114.793,114.85,115.563
2006-08-10 17:00:00+00:00,1739.0,115.595,115.232,115.568,115.265
2006-08-10 21:00:00+00:00,2109.0,115.446,115.132,115.265,115.34
2006-08-11 01:00:00+00:00,2175.0,115.566,115.254,115.336,115.44
2006-08-11 05:00:00+00:00,4208.0,115.99,115.44,115.45,115.879
2006-08-11 09:00:00+00:00,3784.0,116.435,115.832,115.879,116.233
2006-08-11 13:00:00+00:00,5019.0,116.333,115.897,116.235,116.214
2006-08-11 17:00:00+00:00,1557.0,116.417,116.214,116.214,116.305
2006-08-11 21:00:00+00:00,2.0,116.312,116.307,116.307,116.312
2006-08-13 17:00:00+00:00,270.0,116.333,116.18,116.18,116.31
2006-08-13 21:00:00+00:00,1727.0,116.39,116.165,116.31,116.215
2006-08-14 01:00:00+00:00,1380.0,116.347,116.165,116.225,116.295
2006-08-14 05:00:00+00:00,3250.0,116.669,116.275,116.29,116.515
2006-08-14 09:00:00+00:00,2773.0,116.692,116.473,116.52,116.553
2006-08-14 13:00:00+00:00,2962.0,116.625,116.288,116.555,116.553
2006-08-14 17:00:00+00:00,1348.0,116.75,116.553,116.558,116.725
2006-08-14 21:00:00+00:00,1486.0,116.74,116.446,116.736,116.586
2006-08-15 01:00:00+00:00,1853.0,116.73,116.476,116.576,116.546
2006-08-15 05:00:00+00:00,3217.0,116.608,116.227,116.536,116.577
2006-08-15 09:00:00+00:00,3203.0,116.71,116.087,116.577,116.126
2006-08-15 13:00:00+00:00,4475.0,116.282,115.852,116.121,116.06
2006-08-15 17:00:00+00:00,1465.0,116.17,115.93,116.05,116.115
2006-08-15 21:00:00+00:00,1488.0,116.121,115.92,116.115,116.08
2006-08-16 01:00:00+00:00,1414.0,116.14,115.97,116.07,116.065
2006-08-16 05:00:00+00:00,2737.0,116.145,115.985,116.065,116.075
2006-08-16 09:00:00+00:00,3812.0,116.374,115.754,116.07,115.804
2006-08-16 13:00:00+00:00,3756.0,115.914,115.636,115.799,115.73
2006-08-16 17:00:00+00:00,1526.0,115.955,115.715,115.73,115.865
2006-08-16 21:00:00+00:00,1812.0,115.89,115.7,115.87,115.7
2006-08-17 01:00:00+00:00,1318.0,115.73,115.575,115.7,115.68
2006-08-17 05:00:00+00:00,3352.0,115.7,115.195,115.685,115.295
2006-08-17 09:00:00+00:00,3059.0,115.55,115.27,115.29,115.44
2006-08-17 13:00:00+00:00,4030.0,115.775,115.38,115.44,115.775
2006-08-17 17:00:00+00:00,2377.0,116.185,115.765,115.78,115.99
2006-08-17 21:00:00+00:00,1826.0,116.075,115.866,115.985,115.99
2006-08-18 01:00:00+00:00,1302.0,116.1,115.905,115.995,115.945
2006-08-18 05:00:00+00:00,2356.0,116.043,115.815,115.94,115.905
2006-08-18 09:00:00+00:00,4139.0,116.007,115.463,115.905,115.872
2006-08-18 13:00:00+00:00,3696.0,116.008,115.55,115.87,115.845
2006-08-18 17:00:00+00:00,1617.0,115.96,115.765,115.845,115.81
2006-08-19 01:00:00+00:00,1.0,115.79,115.79,115.79,115.79
2006-08-20 13:00:00+00:00,9.0,115.81,115.76,115.78,115.77
2006-08-20 17:00:00+00:00,383.0,115.882,115.75,115.783,115.795
2006-08-20 21:00:00+00:00,1256.0,115.815,115.675,115.795,115.745
2006-08-21 01:00:00+00:00,1974.0,115.765,115.525,115.74,115.635
2006-08-21 05:00:00+00:00,3111.0,115.796,115.355,115.635,115.588
2006-08-21 09:00:00+00:00,3338.0,115.835,115.489,115.593,115.75
2006-08-21 13:00:00+00:00,3248.0,115.96,115.627,115.755,115.933
2006-08-21 17:00:00+00:00,1199.0,115.968,115.798,115.932,115.848
2006-08-21 21:00:00+00:00,2436.0,116.18,115.823,115.853,116.122
2006-08-22 01:00:00+00:00,1574.0,116.222,116.054,116.114,116.088
2006-08-22 05:00:00+00:00,2559.0,116.337,116.016,116.094,116.217
